,1110,DONE,2 cm x 2 cm,30k,100 GeV e-,42.25,42.25,,DSB1,,"Ohannes, Liyuan, Randy, Berkan, Onur, Selbi, Buse",,
,1111,DONE,2 cm x 2 cm,30k,100 GeV e-,42.25,42.25,,DSB1,,"Ohannes, Liyuan, Randy, Berkan, Onur, Selbi, Buse",,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,1112,DONE,2 cm x 2 cm,30k,75 GeV e-,42.25,42.25,,DSB1,,"Ohannes, Liyuan, Randy",,
,1113,DONE,2 cm x 2 cm,30k,75 GeV e-,42.25,42.25,,DSB1,,"Ohannes, Liyuan, Randy",,
,1114,DONE,2 cm x 2 cm,30k,75 GeV e-,42.25,42.25,,DSB1,,"Ohannes, Liyuan, Randy",,
,1115,DONE,2 cm x 2 cm,30k,75 GeV e-,42.25,42.25,,DSB1,,"Ohannes, Liyuan, Randy",,
,1116,DONE,2 cm x 2 cm,30k,75 GeV e-,42.25,42.25,,DSB1,,"Ohannes, Liyuan, Randy",,
,1117,DONE,2 cm x 2 cm,30k,75 GeV e-,42.25,42.25,,DSB1,,"Ohannes, Liyuan, Randy",,
,1118,DONE,2 cm x 2 cm,30k,75 GeV e-,42.25,42.25,,DSB1,,"Ohannes, Liyuan, Randy",,
,1119,DONE,2 cm x 2 cm,30k,75 GeV e-,42.25,42.25,,DSB1,,"Ohannes, Liyuan, Randy",,
,1120,DONE,2 cm x 2 cm,30k,75 GeV e-,42.25,42.25,,DSB1,,"Ohannes, Liyuan, Randy",,
,1121,DONE,2 cm x 2 cm,30k,75 GeV e-,42.25,42.25,,DSB1,,"Ohannes, Liyuan, Randy",,
,1122,DONE,2 cm x 2 cm,30k,75 GeV e-,42.25,42.25,,DSB1,,"Ohannes, Liyuan, Randy",,
,1123,DONE,2 cm x 2 cm,30k,75 GeV e-,42.25,42.25,,DSB1,,"Ohannes, Liyuan, Randy",,
,1124,DONE,2 cm x 2 cm,30k,75 GeV e-,42.25,42.25,,DSB1,,"Ohannes, Liyuan, Randy",,
,1125,DONE,2 cm x 2 cm,30k,75 GeV e-,42.25,42.25,,DSB1,,"Ohannes, Liyuan, Randy",,
,1126,DONE,2 cm x 2 cm,30k,75 GeV e-,42.25,42.25,,DSB1,,"Ohannes, Liyuan, Randy",,
,1127,DONE,2 cm x 2 cm,30k,75 GeV e-,42.25,42.25,,DSB1,,"Ohannes, Liyuan, Randy",,
,1128,DONE,2 cm x 2 cm,30k,75 GeV e-,42.25,42.25,,DSB1,,"Ohannes, Liyuan, Randy",,
,1129,DONE,2 cm x 2 cm,30k,75 GeV e-,42.25,42.25,,DSB1,,"Ohannes, Liyuan, Randy",,
,1130,DONE,2 cm x 2 cm,30k,75 GeV e-,42.25,42.25,,DSB1,,"Ohannes, Liyuan, Randy",,
,1131,DONE,2 cm x 2 cm,30k,75 GeV e-,42.25,42.25,,DSB1,,"Ohannes, Liyuan, Randy",,
,1132,DONE,2 cm x 2 cm,30k,75 GeV e-,42.25,42.25,,DSB1,,"Ohannes, Liyuan, Randy",,
,1133,DONE,2 cm x 2 cm,30k,75 GeV e-,42.25,42.25,,DSB1,,"Ohannes, Liyuan, Randy",,
,1134,DONE,2 cm x 2 cm,30k,75 GeV e-,42.25,42.25,,DSB1,,"Ohannes, Liyuan, Randy",,
,1135,DONE,2 cm x 2 cm,30k,75 GeV e-,42.25,42.25,,DSB1,,"Ohannes, Liyuan, Randy",,
,1136,DONE,2 cm x 2 cm,30k,75 GeV e-,42.25,42.25,,DSB1,,"Ohannes, Liyuan, Randy",,
,1137,DONE,2 cm x 2 cm,30k,75 GeV e-,42.25,42.25,,DSB1,,"Ohannes, Liyuan, Randy",,
,1138,DONE,2 cm x 2 cm,30k,75 GeV e-,42.25,42.25,,DSB1,,"Ohannes, Liyuan, Randy",,
,1139,DONE,2 cm x 2 cm,30k,75 GeV e-,42.25,42.25,,DSB1,,"Ohannes, Liyuan, Randy",,
,1140,DONE,2 cm x 2 cm,30k,75 GeV e-,42.25,42.25,,DSB1,,"Ohannes, Liyuan, Randy",,
,1141,DONE,2 cm x 2 cm,30k,75 GeV e-,42.25,42.25,,DSB1,,"Ohannes, Liyuan, Randy",,
,1142,DONE,2 cm x 2 cm,30k,75 GeV e-,42.25,42.25,,DSB1,,"Ohannes, Liyuan, Randy",,
,1143,DONE,2 cm x 2 cm,30k,75 GeV e-,42.25,42.25,,DSB1,,"Ohannes, Liyuan, Randy",,
,1144,DONE,2 cm x 2 cm,30k,75 GeV e-,42.25,42.25,,DSB1,,"Ohannes, Liyuan, Randy",,
,1145,DONE,2 cm x 2 cm,30k,75 GeV e-,42.25,42.25,,DSB1,,"Ohannes, Liyuan, Randy",,
,1146,DONE,2 cm x 2 cm,30k,75 GeV e-,42.25,42.25,,DSB1,,"Ohannes, Liyuan, Randy",,
,1147,DONE,2 cm x 2 cm,30k,75 GeV e-,42.25,42.25,,DSB1,,"Ohannes, Liyuan, Randy",,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,34,,,,,,,,,,,
,1148,DONE,2 cm x 2 cm,30k,50 GeV e-,42.25,42.25,,DSB1,,"Ohannes, Liyuan, Randy",,
,1149,DONE,2 cm x 2 cm,30k,50 GeV e-,42.25,42.25,,DSB1,,"Ohannes, Liyuan, Randy",,
,1150,DONE,2 cm x 2 cm,30k,50 GeV e-,42.25,42.25,,DSB1,,"Ohannes, Liyuan, Randy",,
,1151,DONE,2 cm x 2 cm,30k,50 GeV e-,42.25,42.25,,DSB1,,"Ohannes, Liyuan, Randy",,
,1152,DONE,2 cm x 2 cm,30k,50 GeV e-,42.25,42.25,,DSB1,,"Ohannes, Liyuan, Randy",,
,1153,DONE,2 cm x 2 cm,30k,50 GeV e-,42.25,42.25,,DSB1,,"Ohannes, Liyuan, Randy",,
,1154,DONE,2 cm x 2 cm,30k,50 GeV e-,42.25,42.25,,DSB1,,"Ohannes, Liyuan, Randy",,
,1155,DONE,2 cm x 2 cm,30k,50 GeV e-,42.25,42.25,,DSB1,,"Ohannes, Liyuan, Randy",,
,1156,DONE,2 cm x 2 cm,30k,50 GeV e-,42.25,42.25,,DSB1,,"Ohannes, Liyuan, Randy",,
,1157,DONE,2 cm x 2 cm,30k,50 GeV e-,42.25,42.25,,DSB1,,"Ohannes, Liyuan, Randy",,
,1158,DONE,2 cm x 2 cm,30k,50 GeV e-,42.25,42.25,,DSB1,,"Ohannes, Liyuan, Randy",,
,1159,DONE,2 cm x 2 cm,30k,50 GeV e-,42.25,42.25,,DSB1,,"Ohannes, Liyuan, Randy",,
,1160,DONE,2 cm x 2 cm,30k,50 GeV e-,42.25,42.25,,DSB1,,"Thomas A, Thomas B, Wynona",,
,1161,DONE,2 cm x 2 cm,30k,50 GeV e-,42.25,42.25,,DSB1,,"Thomas A, Thomas B, Wynona",,
,1162,DONE,2 cm x 2 cm,30k,50 GeV e-,42.25,42.25,,DSB1,,"Thomas A, Thomas B, Wynona",,
,1163,DONE,2 cm x 2 cm,30k,50 GeV e-,42.25,42.25,,DSB1,,"Thomas A, Thomas B, Wynona",,
,1164,DONE,2 cm x 2 cm,30k,50 GeV e-,42.25,42.25,,DSB1,,"Thomas A, Thomas B, Wynona",,
,1165,DONE,2 cm x 2 cm,30k,50 GeV e-,42.25,42.25,,DSB1,,"Thomas A, Thomas B, Wynona",,
,1166,DONE,2 cm x 2 cm,30k,50 GeV e-,42.25,42.25,,DSB1,,"Thomas A, Thomas B, Wynona",,
,1167,DONE,2 cm x 2 cm,30k,50 GeV e-,42.25,42.25,,DSB1,,"Thomas A, Thomas B, Wynona",,
,1168,F,2 cm x 2 cm,30k,50 GeV e-,42.25,42.25,,DSB1,,"Thomas A, Thomas B, Wynona",,
,1169,F,2 cm x 2 cm,30k,50 GeV e-,42.25,42.25,,DSB1,,"Thomas A, Thomas B, Wynona",,
,1170,DONE,2 cm x 2 cm,30k,50 GeV e-,42.25,42.25,,DSB1,,"Thomas A, Thomas B, Wynona",,
,1171,DONE,2 cm x 2 cm,30k,50 GeV e-,42.25,42.25,,DSB1,,"Thomas A, Thomas B, Wynona",,
,1172,DONE,2 cm x 2 cm,30k,50 GeV e-,42.25,42.25,,DSB1,,"Thomas A, Thomas B, Wynona",,
,1173,DONE,2 cm x 2 cm,30k,50 GeV e-,42.25,42.25,,DSB1,,"Thomas A, Thomas B, Wynona",,
,1174,DONE,2 cm x 2 cm,30k,50 GeV e-,42.25,42.25,,DSB1,,"Thomas A, Thomas B, Wynona",,
,1175,DONE,2 cm x 2 cm,30k,50 GeV e-,42.25,42.25,,DSB1,,"Thomas A, Thomas B, Wynona",,
,1176,DONE,2 cm x 2 cm,30k,50 GeV e-,42.25,42.25,,DSB1,,"Thomas A, Thomas B, Wynona",,
,1177,DONE,2 cm x 2 cm,30k,50 GeV e-,42.25,42.25,,DSB1,,"Thomas A, Thomas B, Wynona",,
,1178,DONE,2 cm x 2 cm,30k,50 GeV e-,42.25,42.25,,DSB1,,"Thomas A, Thomas B, Wynona",,
,1179,DONE,2 cm x 2 cm,30k,50 GeV e-,42.25,42.25,,DSB1,,"Thomas A, Thomas B, Wynona",,
,1180,DONE,2 cm x 2 cm,30k,50 GeV e-,42.25,42.25,,DSB1,,"Thomas A, Thomas B, Wynona",,
,1181,DONE,2 cm x 2 cm,30k,50 GeV e-,42.25,42.25,,DSB1,,"Thomas A, Thomas B, Wynona",,
,1182,DONE,2 cm x 2 cm,30k,50 GeV e-,42.25,42.25,,DSB1,,"Thomas A, Thomas B, Wynona",,
,1183,DONE,2 cm x 2 cm,30k,50 GeV e-,42.25,42.25,,DSB1,,"Thomas A, Thomas B, Wynona",,
,1184,DONE,2 cm x 2 cm,30k,50 GeV e-,42.25,42.25,,DSB1,,"Thomas A, Thomas B, Wynona",,
,1185,DONE,2 cm x 2 cm,30k,50 GeV e-,42.25,42.25,,DSB1,,"Thomas A, Thomas B, Wynona",,
,1186,DONE,2 cm x 2 cm,30k,50 GeV e-,42.25,42.25,,DSB1,,"Thomas A, Thomas B, Wynona",,
,,34,,,,,,,,,,,
,1187,DONE,2 cm x 2 cm,30k,25 GeV e-,42.25,42.25,,DSB1,,"Thomas A, Thomas B, Wynona",,
,1188,DONE,2 cm x 2 cm,30k,25 GeV e-,42.25,42.25,,DSB1,,"Thomas A, Thomas B, Wynona",,
,1189,BAD,2 cm x 2 cm,30k,25 GeV e-,42.25,42.25,,DSB1,,"Thomas A, Thomas B, Wynona",,
,1190,DONE,2 cm x 2 cm,30k,25 GeV e-,42.25,42.25,,DSB1,,"Thomas A, Thomas B, Wynona",,
,1191,BAD,2 cm x 2 cm,30k,25 GeV e-,42.25,42.25,,DSB1,,"Thomas A, Thomas B, Wynona",,
,1192,DONE,2 cm x 2 cm,30k,25 GeV e-,42.25,42.25,,DSB1,,"Thomas A, Thomas B, Wynona",,
,1193,DONE,2 cm x 2 cm,30k,25 GeV e-,42.25,42.25,,DSB1,,"Thomas A, Thomas B, Wynona",,
,1194,Looks bad,2 cm x 2 cm,30k,25 GeV e-,42.25,42.25,,DSB1,,"Thomas A, Thomas B, Wynona",,
,1195,DONE,2 cm x 2 cm,30k,25 GeV e-,42.25,42.25,,DSB1,,"Thomas A, Thomas B, Wynona",,
,,,,,,,,,,,,,
,,"Some of the above look rough, reset the A2818 and appears to have worked ",,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,1196,BAD,2 cm x 2 cm,30k,25 GeV e-,42.25,42.25,,DSB1,,"Thomas A, Thomas B, Wynona",,
,1197,DONE,2 cm x 2 cm,30k,25 GeV e-,42.25,42.25,,DSB1,,"Thomas A, Thomas B, Wynona",,1
,1198,BAD,2 cm x 2 cm,30k,25 GeV e-,42.25,42.25,,DSB1,,"Thomas A, Thomas B, Wynona",,
,1199,BAD,2 cm x 2 cm,30k,25 GeV e-,42.25,42.25,,DSB1,,"Thomas A, Thomas B, Wynona",,
,1200,DONE,2 cm x 2 cm,30k,25 GeV e-,42.25,42.25,,DSB1,,"Thomas A, Thomas B, Wynona",,2
,1201,DONE,2 cm x 2 cm,30k,25 GeV e-,42.25,42.25,,DSB1,,"Thomas A, Thomas B, Wynona",,3
,1202,DONE,2 cm x 2 cm,30k,25 GeV e-,42.25,42.25,,DSB1,,"Thomas A, Thomas B, Wynona",,4
,1203,DONE,2 cm x 2 cm,30k,25 GeV e-,42.25,42.25,,DSB1,,"Thomas A, Thomas B, Wynona",,5
,1204,DONE,2 cm x 2 cm,30k,25 GeV e-,42.25,42.25,,DSB1,,"Thomas A, Thomas B, Wynona",,6
,1205,BAD,2 cm x 2 cm,30k,25 GeV e-,42.25,42.25,,DSB1,,"Thomas A, Thomas B, Wynona",,
,1206,DONE,2 cm x 2 cm,30k,25 GeV e-,42.25,42.25,,DSB1,,"Thomas A, Thomas B, Wynona",,8
,1207,DONE,2 cm x 2 cm,30k,25 GeV e-,42.25,42.25,,DSB1,,"Thomas A, Thomas B, Wynona",,9
,1208,DONE,2 cm x 2 cm,30k,25 GeV e-,42.25,42.25,,DSB1,,"Thomas A, Thomas B, Wynona",,10
,1209,DONE,2 cm x 2 cm,30k,25 GeV e-,42.25,42.25,,DSB1,,"Thomas A, Thomas B, Wynona",,11
,,,,,,,,,,,,,
,1210,DONE,2 cm x 2 cm,30k,25 GeV e-,42.25,42.25,,DSB1,,"Thomas A, Thomas B, Wynona",,
,,"2:50 PM NIM Crate in overload state, power-cycle did not fix. Called Berkan and he's on his way to help diagnose the problem ",,,,,,,,,,,
,1211,DONE,2 cm x 2 cm,30k,25 GeV e-,42.25,42.25,,DSB1,,"Thomas A, Thomas B, Wynona, Berkan, Onur, Buse, Selbi",,12
,1212,DONE,2 cm x 2 cm,30k,25 GeV e-,42.25,42.25,,DSB1,,"Thomas A, Thomas B, Wynona, Berkan, Onur, Buse, Selbi",,13
,1213,F,2 cm x 2 cm,30k,25 GeV e-,42.25,42.25,,DSB1,,"Thomas A, Thomas B, Wynona, Berkan, Onur, Buse, Selbi",,
,1214,DONE,2 cm x 2 cm,30k,25 GeV e-,42.25,42.25,,DSB1,,"Berkan, Onur, Buse, Selbi",,14
,1215,BAD,2 cm x 2 cm,30k,25 GeV e-,42.25,42.25,,DSB1,,"Berkan, Onur, Buse, Selbi",,
,1216,BAD,2 cm x 2 cm,30k,25 GeV e-,42.25,42.25,,DSB1,,"Berkan, Onur, Buse, Selbi",,
,1217,DONE,2 cm x 2 cm,30k,25 GeV e-,42.25,42.25,,DSB1,,"Berkan, Onur, Buse, Selbi",,15
,1218,F,2 cm x 2 cm,30k,25 GeV e-,42.25,42.25,,DSB1,,"Berkan, Onur, Buse, Selbi",,
,1219,F,2 cm x 2 cm,30k,25 GeV e-,42.25,42.25,,DSB1,,"Berkan, Onur, Buse, Selbi",,
,1220,BAD,2 cm x 2 cm,30k,25 GeV e-,42.25,42.25,,DSB1,,"Berkan, Onur, Buse, Selbi",,
,1221,BAD,2 cm x 2 cm,30k,25 GeV e-,42.25,42.25,,DSB1,,"Berkan, Onur, Buse, Selbi",,
,1222,DONE,2 cm x 2 cm,30k,25 GeV e-,42.25,42.25,,DSB1,,"Berkan, Onur, Buse, Selbi",,16
,1223,DONE,2 cm x 2 cm,30k,25 GeV e-,42.25,42.25,,DSB1,,"Berkan, Onur, Buse, Selbi",,
,1224,,2 cm x 2 cm,30k,25 GeV e-,42.25,42.25,,DSB1,,"Berkan, Onur, Buse, Selbi",,
,1225,,2 cm x 2 cm,30k,25 GeV e-,42.25,42.25,,DSB1,,"Berkan, Onur, Buse, Selbi",,
,1226,,2 cm x 2 cm,30k,25 GeV e-,42.25,42.25,,DSB1,,"Berkan, Onur, Buse, Selbi",,
,1227,,2 cm x 2 cm,30k,25 GeV e-,42.25,42.25,,DSB1,,"Berkan, Onur, Buse, Selbi",,
,1228,DONE,2 cm x 2 cm,30k,25 GeV e-,42.25,42.25,,DSB1,,"Berkan, Onur, Buse, Selbi",,17
,1229,DONE,2 cm x 2 cm,30k,25 GeV e-,42.25,42.25,,DSB1,,"Berkan, Onur, Buse, Selbi",,18
,1230,DONE,2 cm x 2 cm,30k,25 GeV e-,42.25,42.25,,DSB1,,"Berkan, Onur, Buse, Selbi",,19
,1231,DONE,2 cm x 2 cm,30k,25 GeV e-,42.25,42.25,,DSB1,,"Berkan, Onur, Buse, Selbi",,20
,1232,DONE,2 cm x 2 cm,30k,25 GeV e-,42.25,42.25,,DSB1,,"Berkan, Onur, Buse, Selbi",,21
,1233,DONE,2 cm x 2 cm,30k,25 GeV e-,42.25,42.25,,DSB1,,"Berkan, Onur, Buse, Selbi",,22
,1234,F,2 cm x 2 cm,30k,25 GeV e-,42.25,42.25,,DSB1,,"Berkan, Onur, Buse, Selbi",,
,1235,DONE,2 cm x 2 cm,30k,25 GeV e-,42.25,42.25,,DSB1,,"Berkan, Onur, Buse, Selbi",,23
,1236,DONE,2 cm x 2 cm,30k,25 GeV e-,42.25,42.25,,DSB1,,"Berkan, Onur, Buse, Selbi",,24
,1237,F,2 cm x 2 cm,30k,25 GeV e-,42.25,42.25,,DSB1,,"Berkan, Onur, Buse, Selbi",,
,1238,F,2 cm x 2 cm,30k,25 GeV e-,42.25,42.25,,DSB1,,"Berkan, Onur, Buse, Selbi",,
,1239,DONE,2 cm x 2 cm,30k,25 GeV e-,42.25,42.25,,DSB1,,"Berkan, Onur, Buse, Selbi",,25
,1240,F,2 cm x 2 cm,30k,25 GeV e-,42.25,42.25,,DSB1,,"Berkan, Onur, Buse, Selbi",,
,1241,F,2 cm x 2 cm,30k,25 GeV e-,42.25,42.25,,DSB1,,"Berkan, Onur, Buse, Selbi",,
,1242,DONE,2 cm x 2 cm,30k,25 GeV e-,42.25,42.25,,DSB1,,"Berkan, Onur, Buse, Selbi",,26
,1243,F,2 cm x 2 cm,30k,25 GeV e-,42.25,42.25,,DSB1,,"Berkan, Onur, Buse, Selbi",,
,,,,,,,,,,,,,
,,Midnight - 8 AM,2 cm x 2 cm,Note: 1x1 counter is. now Not a Triplet but the downstream - most counter only,,,,,,,"Berkan, Onur, Buse, Liyuan, Ohannes, Randy",,
,1244,Test run - F,2 cm x 2 cm,30k,25 GeV e-,42.25,42.25,,DSB1,,"Berkan, Onur, Buse, Liyuan, Ohannes, Randy",,
,1245,Test run - F,2 cm x 2 cm,30k,25 GeV e-,42.25,42.25,,DSB1,,"Berkan, Onur, Buse, Liyuan, Ohannes, Randy",,
,1246,Test run - F,2 cm x 2 cm,30k,25 GeV e-,42.25,42.25,,DSB1,,"Berkan, Onur, Buse, Liyuan, Ohannes, Randy",,
,1247,Test run - F,2 cm x 2 cm,30k,25 GeV e-,42.25,42.25,,DSB1,,"Berkan, Onur, Buse, Liyuan, Ohannes, Randy",,
,1248,"Test run - DRS works, too much blue",2 cm x 2 cm,30k,25 GeV e-,42.25,42.25,,DSB1,,"Berkan, Onur, Buse, Liyuan, Ohannes, Randy",,
,1249,Test run - F,2 cm x 2 cm,30k,25 GeV e-,42.25,42.25,,DSB1,,"Berkan, Onur, Buse, Liyuan, Ohannes, Randy",,
,1250,Test run - Kind of Blue,2 cm x 2 cm,30k,25 GeV e-,42.25,42.25,,DSB1,,"Berkan, Onur, Buse, Liyuan, Ohannes, Randy",,
,1251,Test run - Same a before,2 cm x 2 cm,30k,25 GeV e-,42.25,42.25,,DSB1,,"Berkan, Onur, Buse, Liyuan, Ohannes, Randy",,
,1252,F,2 cm x 2 cm,30k,25 GeV e-,42.25,42.25,,DSB1,,"Berkan, Onur, Buse, Liyuan, Ohannes, Randy",,
,1253,Operable,2 cm x 2 cm,30k,25 GeV e-,42.25,42.25,,DSB1,,"Berkan, Onur, Buse, Liyuan, Ohannes, Randy",,
,1254,DONE,2 cm x 2 cm,30k,25 GeV e-,42.25,42.25,,DSB1,,"Berkan, Onur, Buse, Liyuan, Ohannes, Randy",,
,1255,F,2 cm x 2 cm,30k,25 GeV e-,42.25,42.25,,DSB1,,"Berkan, Onur, Buse, Liyuan, Ohannes, Randy",,
,1256,F,2 cm x 2 cm,30k,25 GeV e-,42.25,42.25,,DSB1,,"Berkan, Onur, Buse, Liyuan, Ohannes, Randy",,
,1257,CTRL C,2 cm x 2 cm,30k,25 GeV e-,42.25,42.25,,DSB1,,"Berkan, Onur, Buse, Liyuan, Ohannes, Randy",,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,1258,DONE,2 cm x 2 cm,30k,150 GeV e-,42.25,42.25,,DSB1,,"Berkan, Onur, Buse, Liyuan, Ohannes, Randy",,
,1259,DONE,2 cm x 2 cm,30k,150 GeV e-,42.25,42.25,,DSB1,,"Berkan, Onur, Buse, Liyuan, Ohannes, Randy",,
,1260,DONE,2 cm x 2 cm,30k,150 GeV e-,42.25,42.25,,DSB1,,"Berkan, Onur, Buse, Liyuan, Ohannes, Randy",,
,1261,DONE,2 cm x 2 cm,30k,150 GeV e-,42.25,42.25,,DSB1,,"Berkan, Onur, Buse, Liyuan, Ohannes, Randy",,
,1262,DONE,2 cm x 2 cm,30k,150 GeV e-,42.25,42.25,,DSB1,,"Berkan, Onur, Buse, Liyuan, Ohannes, Randy",,
,1263,DONE,2 cm x 2 cm,30k,150 GeV e-,42.25,42.25,,DSB1,,"Berkan, Onur, Buse, Liyuan, Ohannes, Randy",,
,1264,DONE,2 cm x 2 cm,30k,150 GeV e-,42.25,42.25,,DSB1,,"Berkan, Onur, Buse, Liyuan, Ohannes, Randy",,
,1265,DONE,2 cm x 2 cm,30k,150 GeV e-,42.25,42.25,,DSB1,,"Berkan, Onur, Buse, Liyuan, Ohannes, Randy",,
,1266,DONE,2 cm x 2 cm,30k,150 GeV e-,42.25,42.25,,DSB1,,"Berkan, Onur, Buse, Liyuan, Ohannes, Randy",,
,1267,DONE,2 cm x 2 cm,30k,150 GeV e-,42.25,42.25,,DSB1,,"Berkan, Onur, Buse, Liyuan, Ohannes, Randy",,
,1268,DONE,2 cm x 2 cm,30k,150 GeV e-,42.25,42.25,,DSB1,,"Berkan, Onur, Buse, Liyuan, Ohannes, Randy",,
,1269,DONE,2 cm x 2 cm,30k,150 GeV e-,42.25,42.25,,DSB1,,"Berkan, Onur, Buse, Liyuan, Ohannes, Randy",,
,1270,DONE,2 cm x 2 cm,30k,150 GeV e-,42.25,42.25,,DSB1,,"Berkan, Onur, Buse, Liyuan, Ohannes, Randy",,
,1271,DONE,2 cm x 2 cm,30k,150 GeV e-,42.25,42.25,,DSB1,,"Berkan, Onur, Buse, Liyuan, Ohannes, Randy",,
,1272,DONE,2 cm x 2 cm,30k,150 GeV e-,42.25,42.25,,DSB1,,"Berkan, Onur, Buse, Liyuan, Ohannes, Randy",,
,1273,DONE,2 cm x 2 cm,30k,150 GeV e-,42.25,42.25,,DSB1,,"Berkan, Onur, Buse, Liyuan, Ohannes, Randy",,
,1274,DONE,2 cm x 2 cm,30k,150 GeV e-,42.25,42.25,,DSB1,,"Berkan, Onur, Buse, Liyuan, Ohannes, Randy",,
,1275,DONE,2 cm x 2 cm,30k,150 GeV e-,42.25,42.25,,DSB1,,"Berkan, Onur, Buse, Liyuan, Ohannes, Randy",,
,1276,DONE,2 cm x 2 cm,30k,150 GeV e-,42.25,42.25,,DSB1,,"Berkan, Onur, Buse, Liyuan, Ohannes, Randy",,
,1277,DONE,2 cm x 2 cm,30k,150 GeV e-,42.25,42.25,,DSB1,,"Berkan, Onur, Buse, Liyuan, Ohannes, Randy",,
,1278,DONE,2 cm x 2 cm,30k,150 GeV e-,42.25,42.25,,DSB1,,"Berkan, Onur, Buse, Liyuan, Ohannes, Randy",,
,1279,DONE,2 cm x 2 cm,30k,150 GeV e-,42.25,42.25,,DSB1,,"Berkan, Onur, Buse, Liyuan, Ohannes, Randy",,
,1280,DONE,2 cm x 2 cm,30k,150 GeV e-,42.25,42.25,,DSB1,,"Berkan, Onur, Buse, Liyuan, Ohannes, Randy",,
,1281,DONE,2 cm x 2 cm,30k,150 GeV e-,42.25,42.25,,DSB1,,"Berkan, Onur, Buse, Liyuan, Ohannes, Randy",,
,1282,Blue,2 cm x 2 cm,30k,150 GeV e-,42.25,42.25,,DSB1,,"Berkan, Onur, Buse, Liyuan, Ohannes, Randy",,
,1283,DONE,2 cm x 2 cm,30k,150 GeV e-,42.25,42.25,,DSB1,,"Berkan, Onur, Buse, Liyuan, Ohannes, Randy",,
,1284,DONE,2 cm x 2 cm,30k,150 GeV e-,42.25,42.25,,DSB1,,"Berkan, Onur, Buse, Liyuan, Ohannes, Randy",,
,1285,DONE,2 cm x 2 cm,30k,150 GeV e-,42.25,42.25,,DSB1,,"Berkan, Onur, Buse, Liyuan, Ohannes, Randy",,
,1286,DONE,2 cm x 2 cm,30k,150 GeV e-,42.25,42.25,,DSB1,,"Berkan, Onur, Buse, Liyuan, Ohannes, Randy",,
,1287,DONE,2 cm x 2 cm,30k,150 GeV e-,42.25,42.25,,DSB1,,"Berkan, Onur, Buse, Liyuan, Ohannes, Randy",,
,1288,DONE,2 cm x 2 cm,30k,150 GeV e-,42.25,42.25,,DSB1,,"Berkan, Onur, Buse, Liyuan, Ohannes, Randy",,
,1289,DONE,2 cm x 2 cm,30k,150 GeV e-,42.25,42.25,,DSB1,,"Berkan, Onur, Buse, Liyuan, Ohannes, Randy",,
,1290,DONE,2 cm x 2 cm,30k,150 GeV e-,42.25,42.25,,DSB1,,"Berkan, Onur, Buse, Liyuan, Ohannes, Randy",,
,1291,DONE,2 cm x 2 cm,30k,150 GeV e-,42.25,42.25,,DSB1,,"Berkan, Onur, Buse, Liyuan, Ohannes, Randy",,
,1292,DONE,2 cm x 2 cm,30k,150 GeV e-,42.25,42.25,,DSB1,,"Berkan, Onur, Buse, Liyuan, Ohannes, Randy",,
,1293,DONE,2 cm x 2 cm,30k,150 GeV e-,42.25,42.25,,DSB1,,"Berkan, Onur, Buse, Liyuan, Ohannes, Randy",,
,1294,DONE,2 cm x 2 cm,30k,150 GeV e-,42.25,42.25,,DSB1,,"Berkan, Onur, Buse, Liyuan, Ohannes, Randy",,
,1295,DONE,2 cm x 2 cm,30k,150 GeV e-,42.25,42.25,,DSB1,,"Berkan, Onur, Buse, Liyuan, Ohannes, Randy",,
,1296,DONE,2 cm x 2 cm,30k,150 GeV e-,42.25,42.25,,DSB1,,"Berkan, Onur, Buse, Liyuan, Ohannes, Randy",,
,1297,DONE,2 cm x 2 cm,30k,150 GeV e-,42.25,42.25,,DSB1,,"Berkan, Onur, Buse, Liyuan, Ohannes, Randy",,
,1298,DONE,2 cm x 2 cm,30k,150 GeV e-,42.25,42.25,,DSB1,,"Berkan, Onur, Buse, Liyuan, Ohannes, Randy",,
,1299,DONE,2 cm x 2 cm,30k,150 GeV e-,42.25,42.25,,DSB1,,"Berkan, Onur, Buse, Liyuan, Ohannes, Randy",,
,1300,DONE,2 cm x 2 cm,30k,150 GeV e-,42.25,42.25,,DSB1,,"Berkan, Onur, Buse, Liyuan, Ohannes, Randy",,
,1301,DONE,2 cm x 2 cm,30k,150 GeV e-,42.25,42.25,,DSB1,,"Berkan, Onur, Buse, Liyuan, Ohannes, Randy",,
,1302,DONE,2 cm x 2 cm,30k,150 GeV e-,42.25,42.25,,DSB1,,"Berkan, Onur, Buse, Liyuan, Ohannes, Randy",,
,1303,DONE,2 cm x 2 cm,30k,150 GeV e-,42.25,42.25,,DSB1,,"Berkan, Onur, Buse, Liyuan, Ohannes, Randy",,
,1304,DONE,2 cm x 2 cm,30k,150 GeV e-,42.25,42.25,,DSB1,,"Berkan, Onur, Buse, Liyuan, Ohannes, Randy",,
