,1305,DONE,2 cm x 2 cm,30k,150 GeV e-,42.25,42.25,,DSB1,,"Berkan, Onur, Buse, Liyuan, Ohannes, Randy",,
,1306,DONE,2 cm x 2 cm,30k,150 GeV e-,42.25,42.25,,DSB1,,"Berkan, Onur, Buse, Liyuan, Ohannes, Randy",,
,1307,DONE,2 cm x 2 cm,30k,150 GeV e-,42.25,42.25,,DSB1,,"Berkan, Onur, Buse, Liyuan, Ohannes, Randy",,
,1308,DONE,2 cm x 2 cm,30k,150 GeV e-,42.25,42.25,,DSB1,,"Berkan, Onur, Buse, Liyuan, Ohannes, Randy",,
,1309,DONE,2 cm x 2 cm,30k,150 GeV e-,42.25,42.25,,DSB1,,"Berkan, Onur, Buse, Liyuan, Ohannes, Randy",,
,1310,DONE,2 cm x 2 cm,30k,150 GeV e-,42.25,42.25,,DSB1,,"Berkan, Onur, Buse, Liyuan, Ohannes, Randy",,
,1311,DONE,2 cm x 2 cm,30k,150 GeV e-,42.25,42.25,,DSB1,,"Berkan, Onur, Buse, Liyuan, Ohannes, Randy",,
,1312,DONE,2 cm x 2 cm,30k,150 GeV e-,42.25,42.25,,DSB1,,"Berkan, Onur, Buse, Liyuan, Ohannes, Randy",,
,1313,DONE,2 cm x 2 cm,30k,150 GeV e-,42.25,42.25,,DSB1,,"Berkan, Onur, Buse, Liyuan, Ohannes, Randy",,
,1314,DONE,2 cm x 2 cm,30k,150 GeV e-,42.25,42.25,,DSB1,,"Berkan, Onur, Buse, Liyuan, Ohannes, Randy",,
,1315,DONE,2 cm x 2 cm,30k,150 GeV e-,42.25,42.25,,DSB1,,"Berkan, Onur, Buse, Liyuan, Ohannes, Randy",,
,1316,DONE,2 cm x 2 cm,30k,150 GeV e-,42.25,42.25,,DSB1,,"Berkan, Onur, Buse, Liyuan, Ohannes, Randy",,
,1317,DONE,2 cm x 2 cm,30k,150 GeV e-,42.25,42.25,,DSB1,,"Berkan, Onur, Buse, Liyuan, Ohannes, Randy",,
,1318,DONE,2 cm x 2 cm,30k,150 GeV e-,42.25,42.25,,DSB1,,"Berkan, Onur, Buse, Liyuan, Ohannes, Randy",,
,1319,DONE,2 cm x 2 cm,30k,150 GeV e-,42.25,42.25,,DSB1,,"Berkan, Onur, Buse, Liyuan, Ohannes, Randy",,
,1320,DONE,2 cm x 2 cm,30k,150 GeV e-,42.25,42.25,,DSB1,,"Berkan, Onur, Buse, Liyuan, Ohannes, Randy",,
,1321,DONE,2 cm x 2 cm,30k,150 GeV e-,42.25,42.25,,DSB1,,"Berkan, Onur, Buse, Liyuan, Ohannes, Randy",,
,1322,DONE,2 cm x 2 cm,30k,150 GeV e-,42.25,42.25,,DSB1,,"Berkan, Onur, Buse, Liyuan, Ohannes, Randy",,
,1323,DONE,2 cm x 2 cm,30k,150 GeV e-,42.25,42.25,,DSB1,,"Berkan, Onur, Buse, Liyuan, Ohannes, Randy",,
,1324,DONE,2 cm x 2 cm,30k,150 GeV e-,42.25,42.25,,DSB1,,"Berkan, Onur, Buse, Liyuan, Ohannes, Randy",,
,1325,DONE,2 cm x 2 cm,30k,150 GeV e-,42.25,42.25,,DSB1,,"Berkan, Onur, Buse, Liyuan, Ohannes, Randy",,
,1326,DONE,2 cm x 2 cm,30k,150 GeV e-,42.25,42.25,,DSB1,,"Berkan, Onur, Buse, Liyuan, Ohannes, Randy",,
,1327,DONE,2 cm x 2 cm,30k,150 GeV e-,42.25,42.25,,DSB1,,"Berkan, Onur, Buse, Liyuan, Ohannes, Randy",,
,1328,DONE,2 cm x 2 cm,30k,150 GeV e-,42.25,42.25,,DSB1,,"Berkan, Onur, Buse, Liyuan, Ohannes, Randy",,
,1329,DONE,2 cm x 2 cm,30k,150 GeV e-,42.25,42.25,,DSB1,,"Berkan, Onur, Buse, Liyuan, Ohannes, Randy",,
,1330,DONE,2 cm x 2 cm,30k,150 GeV e-,42.25,42.25,,DSB1,,"Berkan, Onur, Buse, Liyuan, Ohannes, Randy",,
,1331,DONE,2 cm x 2 cm,30k,150 GeV e-,42.25,42.25,,DSB1,,"Berkan, Onur, Buse, Liyuan, Ohannes, Randy",,
,1332,DONE,2 cm x 2 cm,30k,150 GeV e-,42.25,42.25,,DSB1,,"Berkan, Onur, Buse, Liyuan, Ohannes, Randy",,
,1333,DONE,2 cm x 2 cm,30k,150 GeV e-,42.25,42.25,,DSB1,,"Berkan, Onur, Buse, Liyuan, Ohannes, Randy",,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,2000,DONE,2 cm x 2 cm,30k,150 GeV e-,42.75,42.75,,LUAG,,"Thomas A, Thomas B, Wynona",,All 4 timing LuAg
,2001,DONE,2 cm x 2 cm,30k,150 GeV e-,42.75,42.75,,LUAG,,"Thomas A, Thomas B, Wynona",,
,2002,DONE,2 cm x 2 cm,30k,150 GeV e-,42.75,42.75,,LUAG,,"Thomas A, Thomas B, Wynona",,
,2003,DONE,2 cm x 2 cm,30k,150 GeV e-,42.75,42.75,,LUAG,,"Thomas A, Thomas B, Wynona",,
,2004,DONE,2 cm x 2 cm,30k,150 GeV e-,42.75,42.75,,LUAG,,"Thomas A, Thomas B, Wynona",,
,2005,DONE,2 cm x 2 cm,30k,150 GeV e-,42.75,42.75,,LUAG,,"Thomas A, Thomas B, Wynona",,
,2006,DONE,2 cm x 2 cm,30k,150 GeV e-,42.75,42.75,,LUAG,,"Thomas A, Thomas B, Wynona",,
,2007,DONE,2 cm x 2 cm,30k,150 GeV e-,42.75,42.75,,LUAG,,"Thomas A, Thomas B, Wynona",,
,2008,DONE,2 cm x 2 cm,30k,150 GeV e-,42.75,42.75,,LUAG,,"Thomas A, Thomas B, Wynona",,
,2009,DONE,2 cm x 2 cm,30k,150 GeV e-,42.75,42.75,,LUAG,,"Thomas A, Thomas B, Wynona",,
,2010,DONE,2 cm x 2 cm,30k,150 GeV e-,42.75,42.75,,LUAG,,"Thomas A, Thomas B, Wynona",,
,2011,DONE,2 cm x 2 cm,30k,150 GeV e-,42.75,42.75,,LUAG,,"Thomas A, Thomas B, Wynona",,
,2012,DONE,2 cm x 2 cm,30k,150 GeV e-,42.75,42.75,,LUAG,,"Thomas A, Thomas B, Wynona",,
,2013,DONE,2 cm x 2 cm,30k,150 GeV e-,42.75,42.75,,LUAG,,"Thomas A, Thomas B, Wynona",,
,2014,DONE,2 cm x 2 cm,30k,150 GeV e-,42.75,42.75,,LUAG,,"Thomas A, Thomas B, Wynona",,
,2015,BAD,2 cm x 2 cm,30k,150 GeV e-,42.75,42.75,,LUAG,,"Thomas A, Thomas B, Wynona",,
,2016,DONE,2 cm x 2 cm,30k,150 GeV e-,42.75,42.75,,LUAG,,"Thomas A, Thomas B, Wynona",,
,2017,DONE,2 cm x 2 cm,30k,150 GeV e-,42.75,42.75,,LUAG,,"Thomas A, Thomas B, Wynona",,
,2018,DONE,2 cm x 2 cm,30k,150 GeV e-,42.75,42.75,,LUAG,,"Thomas A, Thomas B, Wynona",,
,2019,DONE,2 cm x 2 cm,30k,150 GeV e-,42.75,42.75,,LUAG,,"Thomas A, Thomas B, Wynona",,
,2020,DONE,2 cm x 2 cm,30k,150 GeV e-,42.75,42.75,,LUAG,,"Thomas A, Thomas B, Wynona",,
,2021,DONE,2 cm x 2 cm,30k,150 GeV e-,42.75,42.75,,LUAG,,"Thomas A, Thomas B, Wynona",,
,2022,DONE,2 cm x 2 cm,30k,150 GeV e-,42.75,42.75,,LUAG,,"Thomas A, Thomas B, Wynona",,
,2023,DONE,2 cm x 2 cm,30k,150 GeV e-,42.75,42.75,,LUAG,,"Thomas A, Thomas B, Wynona",,
,2024,DONE,2 cm x 2 cm,30k,150 GeV e-,42.75,42.75,,LUAG,,"Thomas A, Thomas B, Wynona",,
,2025,DONE,2 cm x 2 cm,30k,150 GeV e-,42.75,42.75,,LUAG,,"Thomas A, Thomas B, Wynona",,
,2026,DONE,2 cm x 2 cm,30k,150 GeV e-,42.75,42.75,,LUAG,,"Thomas A, Thomas B, Wynona",,
,2027,DONE,2 cm x 2 cm,30k,150 GeV e-,42.75,42.75,,LUAG,,"Thomas A, Thomas B, Wynona",,
,2028,DONE,2 cm x 2 cm,30k,150 GeV e-,42.75,42.75,,LUAG,,"Thomas A, Thomas B, Wynona",,
,2029,DONE,2 cm x 2 cm,30k,150 GeV e-,42.75,42.75,,LUAG,,"Thomas A, Thomas B, Wynona",,
,2030,DONE,2 cm x 2 cm,30k,150 GeV e-,42.75,42.75,,LUAG,,"Thomas A, Thomas B, Wynona",,
,2031,DONE,2 cm x 2 cm,30k,150 GeV e-,42.75,42.75,,LUAG,,"Thomas A, Thomas B, Wynona",,
,,,,,,,,,,,,,
,2040,DONE,2 cm x 2 cm,30k,125 GeV e-,42.75,42.75,,LUAG,,"Thomas A, Thomas B, Wynona",,
,2041,DONE,2 cm x 2 cm,30k,125 GeV e-,42.75,42.75,,LUAG,,"Thomas A, Thomas B, Wynona",,
,2042,DONE,2 cm x 2 cm,30k,125 GeV e-,42.75,42.75,,LUAG,,"Thomas A, Thomas B, Wynona",,
,2043,DONE,2 cm x 2 cm,30k,125 GeV e-,42.75,42.75,,LUAG,,"Thomas A, Thomas B, Wynona",,
,2044,DONE,2 cm x 2 cm,30k,125 GeV e-,42.75,42.75,,LUAG,,"Thomas A, Thomas B, Wynona",,
,2045,DONE,2 cm x 2 cm,30k,125 GeV e-,42.75,42.75,,LUAG,,"Thomas A, Thomas B, Wynona",,
,2046,DONE,2 cm x 2 cm,30k,125 GeV e-,42.75,42.75,,LUAG,,"Thomas A, Thomas B, Wynona",,
,2047,DONE,2 cm x 2 cm,30k,125 GeV e-,42.75,42.75,,LUAG,,"Thomas A, Thomas B, Wynona",,
,2048,DONE,2 cm x 2 cm,30k,125 GeV e-,42.75,42.75,,LUAG,,"Thomas A, Thomas B, Wynona",,
,2049,DONE,2 cm x 2 cm,30k,125 GeV e-,42.75,42.75,,LUAG,,"Thomas A, Thomas B, Wynona",,
,2050,DONE,2 cm x 2 cm,30k,125 GeV e-,42.75,42.75,,LUAG,,"Thomas A, Thomas B, Wynona",,
,2051,DONE,2 cm x 2 cm,30k,125 GeV e-,42.75,42.75,,LUAG,,"Thomas A, Thomas B, Wynona",,
,2052,DONE,2 cm x 2 cm,30k,125 GeV e-,42.75,42.75,,LUAG,,"Thomas A, Thomas B, Wynona",,
,2053,DONE,2 cm x 2 cm,30k,125 GeV e-,42.75,42.75,,LUAG,,"Thomas A, Thomas B, Wynona",,
,2054,DONE,2 cm x 2 cm,30k,125 GeV e-,42.75,42.75,,LUAG,,"Thomas A, Thomas B, Wynona",,
,2055,DONE,2 cm x 2 cm,30k,125 GeV e-,42.75,42.75,,LUAG,,"Thomas A, Thomas B, Wynona",,
,2056,DONE,2 cm x 2 cm,30k,125 GeV e-,42.75,42.75,,LUAG,,"Thomas A, Thomas B, Wynona",,
,2057,DONE,2 cm x 2 cm,30k,125 GeV e-,42.75,42.75,,LUAG,,"Thomas A, Thomas B, Wynona",,
,2058,DONE,2 cm x 2 cm,30k,125 GeV e-,42.75,42.75,,LUAG,,"Thomas A, Thomas B, Wynona",,
,2059,DONE,2 cm x 2 cm,30k,125 GeV e-,42.75,42.75,,LUAG,,"Thomas A, Thomas B, Wynona",,
,2060,DONE,2 cm x 2 cm,30k,125 GeV e-,42.75,42.75,,LUAG,,"Thomas A, Thomas B, Wynona",,
,2061,DONE,2 cm x 2 cm,30k,125 GeV e-,42.75,42.75,,LUAG,,"Thomas A, Thomas B, Wynona",,
,2062,DONE,2 cm x 2 cm,30k,125 GeV e-,42.75,42.75,,LUAG,,"Thomas A, Thomas B, Wynona",,
,2063,DONE,2 cm x 2 cm,30k,125 GeV e-,42.75,42.75,,LUAG,,"Thomas A, Thomas B, Wynona",,
,2064,DONE,2 cm x 2 cm,30k,125 GeV e-,42.75,42.75,,LUAG,,"Thomas A, Thomas B, Wynona",,
,2065,DONE,2 cm x 2 cm,30k,125 GeV e-,42.75,42.75,,LUAG,,"Thomas A, Thomas B, Wynona",,
,2066,DONE,2 cm x 2 cm,30k,125 GeV e-,42.75,42.75,,LUAG,,"Thomas A, Thomas B, Wynona",,
,2067,DONE,2 cm x 2 cm,30k,125 GeV e-,42.75,42.75,,LUAG,,"Thomas A, Thomas B, Wynona",,
,2068,DONE,2 cm x 2 cm,30k,125 GeV e-,42.75,42.75,,LUAG,,"Thomas A, Thomas B, Wynona",,
,2069,DONE,2 cm x 2 cm,30k,125 GeV e-,42.75,42.75,,LUAG,,"Thomas A, Thomas B, Wynona",,
,2070,DONE,2 cm x 2 cm,30k,125 GeV e-,42.75,42.75,,LUAG,,"Thomas A, Thomas B, Wynona",,
,2071,DONE,2 cm x 2 cm,30k,125 GeV e-,42.75,42.75,,LUAG,,"Thomas A, Thomas B, Wynona",,
,2072,DONE,2 cm x 2 cm,30k,125 GeV e-,42.75,42.75,,LUAG,,"Thomas A, Thomas B, Wynona",,
,2073,DONE,2 cm x 2 cm,30k,125 GeV e-,42.75,42.75,,LUAG,,"Thomas A, Thomas B, Wynona",,
,,,,,,,,,,,,,
,2080,DONE,2 cm x 2 cm,30k,100 GeV e-,42.75,42.75,,LUAG,,"Thomas A, Thomas B, Wynona",,
,2081,DONE,2 cm x 2 cm,30k,100 GeV e-,42.75,42.75,,LUAG,,"Thomas A, Thomas B, Wynona",,
,2082,DONE,2 cm x 2 cm,30k,100 GeV e-,42.75,42.75,,LUAG,,"Thomas A, Thomas B, Wynona",,
,2083,DONE,2 cm x 2 cm,30k,100 GeV e-,42.75,42.75,,LUAG,,"Thomas A, Thomas B, Wynona",,
,2084,DONE,2 cm x 2 cm,30k,100 GeV e-,42.75,42.75,,LUAG,,"Thomas A, Thomas B, Wynona",,
,2085,DONE,2 cm x 2 cm,30k,100 GeV e-,42.75,42.75,,LUAG,,"Thomas A, Thomas B, Wynona",,
,2086,DONE,2 cm x 2 cm,30k,100 GeV e-,42.75,42.75,,LUAG,,"Thomas A, Thomas B, Wynona",,
,2087,DONE,2 cm x 2 cm,30k,100 GeV e-,42.75,42.75,,LUAG,,"Thomas A, Thomas B, Wynona",,
,2088,DONE,2 cm x 2 cm,30k,100 GeV e-,42.75,42.75,,LUAG,,"Thomas A, Thomas B, Wynona",,
,2089,DONE,2 cm x 2 cm,30k,100 GeV e-,42.75,42.75,,LUAG,,"Thomas A, Thomas B, Wynona",,
,2090,DONE,2 cm x 2 cm,30k,100 GeV e-,42.75,42.75,,LUAG,,"Thomas A, Thomas B, Wynona",,
,2091,DONE,2 cm x 2 cm,30k,100 GeV e-,42.75,42.75,,LUAG,,"Thomas A, Thomas B, Wynona",,
,2092,DONE,2 cm x 2 cm,30k,100 GeV e-,42.75,42.75,,LUAG,,"Thomas A, Thomas B, Wynona",,
,2093,DONE,2 cm x 2 cm,30k,100 GeV e-,42.75,42.75,,LUAG,,"Thomas A, Thomas B, Wynona",,
,2094,DONE,2 cm x 2 cm,30k,100 GeV e-,42.75,42.75,,LUAG,,"Thomas A, Thomas B, Wynona",,
,2095,DONE,2 cm x 2 cm,30k,100 GeV e-,42.75,42.75,,LUAG,,"Thomas A, Thomas B, Wynona",,
,2096,DONE,2 cm x 2 cm,30k,100 GeV e-,42.75,42.75,,LUAG,,"Thomas A, Thomas B, Wynona",,
,2097,DONE,2 cm x 2 cm,30k,100 GeV e-,42.75,42.75,,LUAG,,"Thomas A, Thomas B, Wynona",,
,2098,DONE,2 cm x 2 cm,30k,100 GeV e-,42.75,42.75,,LUAG,,"Thomas A, Thomas B, Wynona",,
,2099,DONE,2 cm x 2 cm,30k,100 GeV e-,42.75,42.75,,LUAG,,"Thomas A, Thomas B, Wynona",,
,2100,DONE,2 cm x 2 cm,30k,100 GeV e-,42.75,42.75,,LUAG,,"Thomas A, Thomas B, Wynona",,
,2101,DONE,2 cm x 2 cm,30k,100 GeV e-,42.75,42.75,,LUAG,,"Thomas A, Thomas B, Wynona",,
,2102,DONE,2 cm x 2 cm,30k,100 GeV e-,42.75,42.75,,LUAG,,"Thomas A, Thomas B, Wynona",,
,2103,DONE,2 cm x 2 cm,30k,100 GeV e-,42.75,42.75,,LUAG,,"Thomas A, Thomas B, Wynona",,
,2104,DONE,2 cm x 2 cm,30k,100 GeV e-,42.75,42.75,,LUAG,,"Thomas A, Thomas B, Wynona",,
,2105,DONE,2 cm x 2 cm,30k,100 GeV e-,42.75,42.75,,LUAG,,"Thomas A, Thomas B, Wynona",,
,2106,DONE,2 cm x 2 cm,30k,100 GeV e-,42.75,42.75,,LUAG,,"Thomas A, Thomas B, Wynona",,
,2107,DONE,2 cm x 2 cm,30k,100 GeV e-,42.75,42.75,,LUAG,,"Thomas A, Thomas B, Wynona",,
,2108,DONE,2 cm x 2 cm,30k,100 GeV e-,42.75,42.75,,LUAG,,"Thomas A, Thomas B, Wynona",,
,2109,DONE,2 cm x 2 cm,30k,100 GeV e-,42.75,42.75,,LUAG,,"Thomas A, Thomas B, Wynona",,
,2110,DONE,2 cm x 2 cm,30k,100 GeV e-,42.75,42.75,,LUAG,,"Thomas A, Thomas B, Wynona",,
,2111,DONE,2 cm x 2 cm,30k,100 GeV e-,42.75,42.75,,LUAG,,"Thomas A, Thomas B, Wynona",,
,,,,,,,,,,,,,
,2112,DONE,2 cm x 2 cm,30k,75 GeV e-,42.75,42.75,,LUAG,,"Thomas A, Thomas B, Wynona",,
,2113,DONE,2 cm x 2 cm,30k,75 GeV e-,42.75,42.75,,LUAG,,"Thomas A, Thomas B, Wynona",,
,2114,DONE,2 cm x 2 cm,30k,75 GeV e-,42.75,42.75,,LUAG,,"Thomas A, Thomas B, Wynona",,
,2115,DONE,2 cm x 2 cm,30k,75 GeV e-,42.75,42.75,,LUAG,,"Thomas A, Thomas B, Wynona",,
,2116,DONE,2 cm x 2 cm,30k,75 GeV e-,42.75,42.75,,LUAG,,"Thomas A, Thomas B, Wynona",,
,2117,DONE,2 cm x 2 cm,30k,75 GeV e-,42.75,42.75,,LUAG,,"Thomas A, Thomas B, Wynona",,
,2118,DONE,2 cm x 2 cm,30k,75 GeV e-,42.75,42.75,,LUAG,,"Thomas A, Thomas B, Wynona",,
,2119,DONE,2 cm x 2 cm,30k,75 GeV e-,42.75,42.75,,LUAG,,"Thomas A, Thomas B, Wynona",,
,2120,DONE,2 cm x 2 cm,30k,75 GeV e-,42.75,42.75,,LUAG,,"Thomas A, Thomas B, Wynona",,
,2121,DONE,2 cm x 2 cm,30k,75 GeV e-,42.75,42.75,,LUAG,,"Thomas A, Thomas B, Wynona",,
,2122,DONE,2 cm x 2 cm,30k,75 GeV e-,42.75,42.75,,LUAG,,"Thomas A, Thomas B, Wynona",,
,2123,DONE,2 cm x 2 cm,30k,75 GeV e-,42.75,42.75,,LUAG,,"Thomas A, Thomas B, Wynona",,
,2124,DONE,2 cm x 2 cm,30k,75 GeV e-,42.75,42.75,,LUAG,,"Thomas A, Thomas B, Wynona",,
,2125,DONE,2 cm x 2 cm,30k,75 GeV e-,42.75,42.75,,LUAG,,"Thomas A, Thomas B, Wynona",,
,2126,DONE,2 cm x 2 cm,30k,75 GeV e-,42.75,42.75,,LUAG,,"Thomas A, Thomas B, Wynona",,
,2127,DONE,2 cm x 2 cm,30k,75 GeV e-,42.75,42.75,,LUAG,,"Thomas A, Thomas B, Wynona",,
,2128,DONE,2 cm x 2 cm,30k,75 GeV e-,42.75,42.75,,LUAG,,"Thomas A, Thomas B, Wynona",,
,2129,DONE,2 cm x 2 cm,30k,75 GeV e-,42.75,42.75,,LUAG,,"Thomas A, Thomas B, Wynona",,
,2130,DONE,2 cm x 2 cm,30k,75 GeV e-,42.75,42.75,,LUAG,,"Thomas A, Thomas B, Wynona",,
,2131,DONE,2 cm x 2 cm,30k,75 GeV e-,42.75,42.75,,LUAG,,"Thomas A, Thomas B, Wynona",,
,2132,DONE,2 cm x 2 cm,30k,75 GeV e-,42.75,42.75,,LUAG,,"Thomas A, Thomas B, Wynona",,
,2133,DONE,2 cm x 2 cm,30k,75 GeV e-,42.75,42.75,,LUAG,,"Thomas A, Thomas B, Wynona",,
,2134,DONE,2 cm x 2 cm,30k,75 GeV e-,42.75,42.75,,LUAG,,"Thomas A, Thomas B, Wynona",,
,2135,DONE,2 cm x 2 cm,30k,75 GeV e-,42.75,42.75,,LUAG,,"Thomas A, Thomas B, Wynona",,
,2136,DONE,2 cm x 2 cm,30k,75 GeV e-,42.75,42.75,,LUAG,,"Thomas A, Thomas B, Wynona",,
,2137,DONE,2 cm x 2 cm,30k,75 GeV e-,42.75,42.75,,LUAG,,"Thomas A, Thomas B, Wynona",,
,2138,DONE,2 cm x 2 cm,30k,75 GeV e-,42.75,42.75,,LUAG,,"Thomas A, Thomas B, Wynona",,
,2139,DONE,2 cm x 2 cm,30k,75 GeV e-,42.75,42.75,,LUAG,,"Thomas A, Thomas B, Wynona",,
,2140,DONE,2 cm x 2 cm,30k,75 GeV e-,42.75,42.75,,LUAG,,"Thomas A, Thomas B, Wynona",,
,2141,DONE,2 cm x 2 cm,30k,75 GeV e-,42.75,42.75,,LUAG,,"Thomas A, Thomas B, Wynona",,
,2142,DONE,2 cm x 2 cm,30k,75 GeV e-,42.75,42.75,,LUAG,,"Thomas A, Thomas B, Wynona",,
,,,,,,,,,,,,,
,12:45 PM,Looking at the beam profiles for -50 and -75 they're both fairly narrow but look a little low. We haven't enountered any running problems and signals look okay but alignment may not be perfect,,,,,,,,,Thomas A,,
,,,,,,,,,,,,,
,2150,DONE,2 cm x 2 cm,30k,50 GeV e-,42.75,42.75,,LUAG,,"Thomas A, Thomas B, Wynona",,
,2151,DONE,2 cm x 2 cm,30k,50 GeV e-,42.75,42.75,,LUAG,,"Thomas A, Thomas B, Wynona",,
,2152,DONE,2 cm x 2 cm,30k,50 GeV e-,42.75,42.75,,LUAG,,"Thomas A, Thomas B, Wynona",,
,2153,DONE,2 cm x 2 cm,30k,50 GeV e-,42.75,42.75,,LUAG,,"Thomas A, Thomas B, Wynona",,
,2154,DONE,2 cm x 2 cm,30k,50 GeV e-,42.75,42.75,,LUAG,,"Thomas A, Thomas B, Wynona",,
,2155,DONE,2 cm x 2 cm,30k,50 GeV e-,42.75,42.75,,LUAG,,"Thomas A, Thomas B, Wynona",,
,2156,DONE,2 cm x 2 cm,30k,50 GeV e-,42.75,42.75,,LUAG,,"Thomas A, Thomas B, Wynona",,
,2157,DONE,2 cm x 2 cm,30k,50 GeV e-,42.75,42.75,,LUAG,,"Thomas A, Thomas B, Wynona",,
,2158,DONE,2 cm x 2 cm,30k,50 GeV e-,42.75,42.75,,LUAG,,"Thomas A, Thomas B, Wynona",,
,2159,DONE,2 cm x 2 cm,30k,50 GeV e-,42.75,42.75,,LUAG,,"Thomas A, Thomas B, Wynona",,
,2160,DONE,2 cm x 2 cm,30k,50 GeV e-,42.75,42.75,,LUAG,,"Thomas A, Thomas B, Wynona",,
,2161,DONE,2 cm x 2 cm,30k,50 GeV e-,42.75,42.75,,LUAG,,"Thomas A, Thomas B, Wynona",,
,2162,DONE,2 cm x 2 cm,30k,50 GeV e-,42.75,42.75,,LUAG,,"Thomas A, Thomas B, Wynona",,
,2163,DONE,2 cm x 2 cm,30k,50 GeV e-,42.75,42.75,,LUAG,,"Thomas A, Thomas B, Wynona",,
,2164,DONE,2 cm x 2 cm,30k,50 GeV e-,42.75,42.75,,LUAG,,"Thomas A, Thomas B, Wynona",,
,2165,DONE,2 cm x 2 cm,30k,50 GeV e-,42.75,42.75,,LUAG,,"Thomas A, Thomas B, Wynona",,
,2166,DONE,2 cm x 2 cm,30k,50 GeV e-,42.75,42.75,,LUAG,,"Thomas A, Thomas B, Wynona",,
,2167,DONE,2 cm x 2 cm,30k,50 GeV e-,42.75,42.75,,LUAG,,"Thomas A, Thomas B, Wynona",,
,2168,DONE,2 cm x 2 cm,30k,50 GeV e-,42.75,42.75,,LUAG,,"Thomas A, Thomas B, Wynona",,
,2169,DONE,2 cm x 2 cm,30k,50 GeV e-,42.75,42.75,,LUAG,,"Thomas A, Thomas B, Wynona",,
,2170,DONE,2 cm x 2 cm,30k,50 GeV e-,42.75,42.75,,LUAG,,"Thomas A, Thomas B, Wynona",,
,2171,DONE,2 cm x 2 cm,30k,50 GeV e-,42.75,42.75,,LUAG,,"Thomas A, Thomas B, Wynona",,
,2172,DONE,2 cm x 2 cm,30k,50 GeV e-,42.75,42.75,,LUAG,,"Thomas A, Thomas B, Wynona",,
,2173,DONE,2 cm x 2 cm,30k,50 GeV e-,42.75,42.75,,LUAG,,"Thomas A, Thomas B, Wynona",,
,2174,DONE,2 cm x 2 cm,30k,50 GeV e-,42.75,42.75,,LUAG,,"Thomas A, Thomas B, Wynona",,
,2175,DONE,2 cm x 2 cm,30k,50 GeV e-,42.75,42.75,,LUAG,,"Thomas A, Thomas B, Wynona",,
,2176,DONE,2 cm x 2 cm,30k,50 GeV e-,42.75,42.75,,LUAG,,"Thomas A, Thomas B, Wynona",,
,2177,DONE,2 cm x 2 cm,30k,50 GeV e-,42.75,42.75,,LUAG,,"Thomas A, Thomas B, Wynona",,
,2178,DONE,2 cm x 2 cm,30k,50 GeV e-,42.75,42.75,,LUAG,,"Thomas A, Thomas B, Wynona",,
,2179,DONE,2 cm x 2 cm,30k,50 GeV e-,42.75,42.75,,LUAG,,"Thomas A, Thomas B, Wynona",,
,2180,DONE,2 cm x 2 cm,30k,50 GeV e-,42.75,42.75,,LUAG,,"Thomas A, Thomas B, Wynona",,
,,,,,,,,,,,,,
,2181,DONE,2 cm x 2 cm,30k,150 GeV e-,42.75,42.75,,LUAG,,"Thomas A, Thomas B, Wynona",,
,2182,DONE,2 cm x 2 cm,30k,150 GeV e-,42.75,42.75,,LUAG,,"Thomas A, Thomas B, Wynona",,
,2183,DONE,2 cm x 2 cm,30k,150 GeV e-,42.75,42.75,,LUAG,,"Thomas A, Thomas B, Wynona",,
,2184,DONE,2 cm x 2 cm,30k,150 GeV e-,42.75,42.75,,LUAG,,"Thomas A, Thomas B, Wynona",,
,2185,DONE,2 cm x 2 cm,30k,150 GeV e-,42.75,42.75,,LUAG,,"Thomas A, Thomas B, Wynona",,
,3:33 PM,Changing bias voltage ,,,,,,,,,,,
,2186,DONE,2 cm x 2 cm,30k,150 GeV e-,42.25,42.25,,LUAG,,"Thomas A, Thomas B, Wynona",,
,2187,DONE,2 cm x 2 cm,30k,150 GeV e-,42.25,42.25,,LUAG,,"Thomas A, Thomas B, Wynona",,
,2188,DONE,2 cm x 2 cm,30k,150 GeV e-,42.25,42.25,,LUAG,,"Thomas A, Thomas B, Wynona",,
,2189,DONE,2 cm x 2 cm,30k,150 GeV e-,42.25,42.25,,LUAG,,"Thomas A, Thomas B, Wynona",,
,2190,DONE,2 cm x 2 cm,30k,150 GeV e-,42.25,42.25,,LUAG,,"Thomas A, Thomas B, Wynona",,
,2191,DONE,2 cm x 2 cm,30k,150 GeV e-,42.25,42.25,,LUAG,,"Thomas A, Thomas B, Wynona",,
,2192,DONE,2 cm x 2 cm,30k,150 GeV e-,42.25,42.25,,LUAG,,"Thomas A, Thomas B, Wynona",,
,2193,DONE,2 cm x 2 cm,30k,150 GeV e-,42.25,42.25,,LUAG,,"Thomas A, Thomas B, Wynona",,
,2194,DONE,2 cm x 2 cm,30k,150 GeV e-,42.25,42.25,,LUAG,,"Thomas A, Thomas B, Wynona",,
,2195,DONE,2 cm x 2 cm,30k,150 GeV e-,42.25,42.25,,LUAG,,"Thomas A, Thomas B, Wynona",,
,2196,DONE,2 cm x 2 cm,30k,150 GeV e-,42.25,42.25,,LUAG,,"Thomas A, Thomas B, Wynona",,
,2197,DONE,2 cm x 2 cm,30k,150 GeV e-,42.25,42.25,,LUAG,,"Thomas A, Thomas B, Wynona",,
