run,energy_GeV,label,v_up,v_down,beam,capillary,status
2864,125,125GeV,42.25,42.25,125 GeV e-,"2xDSB1, 2xLuAG",DONE
2865,125,125GeV,42.25,42.25,125 GeV e-,"2xDSB1, 2xLuAG",DONE
2866,125,125GeV,42.25,42.25,125 GeV e-,"2xDSB1, 2xLuAG",DONE
2867,125,125GeV,42.25,42.25,125 GeV e-,"2xDSB1, 2xLuAG",DONE
2868,125,125GeV,42.25,42.25,125 GeV e-,"2xDSB1, 2xLuAG",DONE
2985,125,125GeV,42.25,42.25,125 GeV e-,"2xDSB1, 2xLuAG",DONE
2986,125,125GeV,42.25,42.25,125 GeV e-,"2xDSB1, 2xLuAG",DONE
2987,125,125GeV,42.25,42.25,125 GeV e-,"2xDSB1, 2xLuAG",DONE
2988,125,125GeV,42.25,42.25,125 GeV e-,"2xDSB1, 2xLuAG",DONE
2989,125,125GeV,42.25,42.25,125 GeV e-,"2xDSB1, 2xLuAG",DONE
2990,125,125GeV,42.25,42.25,125 GeV e-,"2xDSB1, 2xLuAG",DONE
2991,125,125GeV,42.25,42.25,125 GeV e-,"2xDSB1, 2xLuAG",DONE
2992,125,125GeV,42.25,42.25,125 GeV e-,"2xDSB1, 2xLuAG",DONE
2993,125,125GeV,42.25,42.25,125 GeV e-,"2xDSB1, 2xLuAG",DONE
2994,125,125GeV,42.25,42.25,125 GeV e-,"2xDSB1, 2xLuAG",DONE
2787,150,150GeV,42.25,42.25,150 GeV e-,"2xDSB1, 2xLuAG",DONE
2788,150,150GeV,42.25,42.25,150 GeV e-,"2xDSB1, 2xLuAG",DONE
2789,150,150GeV,42.25,42.25,150 GeV e-,"2xDSB1, 2xLuAG",DONE
2790,150,150GeV,42.25,42.25,150 GeV e-,"2xDSB1, 2xLuAG",DONE
2791,150,150GeV,42.25,42.25,150 GeV e-,"2xDSB1, 2xLuAG",DONE
2792,150,150GeV,42.25,42.25,150 GeV e-,"2xDSB1, 2xLuAG",DONE
2793,150,150GeV,42.25,42.25,150 GeV e-,"2xDSB1, 2xLuAG",DONE
2794,150,150GeV,42.25,42.25,150 GeV e-,"2xDSB1, 2xLuAG",DONE
2795,150,150GeV,42.25,42.25,150 GeV e-,"2xDSB1, 2xLuAG",DONE
2796,150,150GeV,42.25,42.25,150 GeV e-,"2xDSB1, 2xLuAG",DONE
2797,150,150GeV,42.25,42.25,150 GeV e-,"2xDSB1, 2xLuAG",DONE
2798,150,150GeV,42.25,42.25,150 GeV e-,"2xDSB1, 2xLuAG",DONE
2799,150,150GeV,42.25,42.25,150 GeV e-,"2xDSB1, 2xLuAG",DONE
2800,150,150GeV,42.25,42.25,150 GeV e-,"2xDSB1, 2xLuAG",DONE
2802,150,150GeV,42.25,42.25,150 GeV e-,"2xDSB1, 2xLuAG",DONE
2803,150,150GeV,42.25,42.25,150 GeV e-,"2xDSB1, 2xLuAG",DONE
2806,150,150GeV,42.25,42.25,150 GeV e-,"2xDSB1, 2xLuAG",DONE
2807,150,150GeV,42.25,42.25,150 GeV e-,"2xDSB1, 2xLuAG",DONE
2808,150,150GeV,42.25,42.25,150 GeV e-,"2xDSB1, 2xLuAG",DONE
2809,150,150GeV,42.25,42.25,150 GeV e-,"2xDSB1, 2xLuAG",DONE
